sex,sat_v,sat_m,sat_sum,hs_gpa,fy_gpa
1,69,53,72,2.1,3.4000000000000004
2,66,48,106,3.6,3.4000000000000004
2,61,57,105,2.0,1.4000000000000001
2,40,53,65,2.1,3.4000000000000004
1,69,55,105,2.56,-0.6000000000000001
2,55,69,108,3.8,3.0
2,48,47,112,2.0,1.4000000000000001
2,33,50,113,2.9,2.6000000000000005
1,49,39,121,3.2,3.4000000000000004
1,34,47,104,3.5,1.8
1,69,58,104,3.0,2.6000000000000005
1,66,63,71,4.0,2.2
2,48,35,121,3.2,3.0
2,40,43,88,3.0,4.6
2,41,63,116,3.75,2.2
1,34,45,92,3.1,2.6000000000000005
2,33,47,92,3.2,0.6000000000000001
2,32,52,133,3.3,2.6000000000000005
1,41,52,117,3.0,1.4000000000000001
1,40,50,105,3.2,3.4000000000000004
2,43,66,72,2.67,2.2
2,35,48,104,4.0,2.6000000000000005
1,50,47,106,3.5,2.6000000000000005
1,51,55,113,4.0,2.2
1,50,31,103,3.25,3.0
2,36,45,106,2.1,4.6
2,69,48,65,2.67,1.4000000000000001
1,34,47,108,4.0,3.4000000000000004
2,40,38,104,3.2,4.6
1,51,35,65,2.25,2.2
1,41,38,111,2.9,1.4000000000000001
2,47,58,105,2.25,3.4000000000000004
2,35,45,103,2.8,3.0
1,40,45,113,4.0,3.4000000000000004
2,43,69,108,2.9,1.4000000000000001
1,40,50,103,2.1,1.8
2,47,58,111,4.0,3.0
1,69,47,104,2.8,2.2
1,33,45,104,4.0,2.2
1,34,58,117,3.8,2.6000000000000005
1,55,50,112,4.0,3.4000000000000004
2,55,66,104,4.0,1.4000000000000001
2,43,60,121,3.5,-0.6000000000000001
2,48,60,105,4.0,2.2
2,41,47,90,2.25,2.6000000000000005
1,43,42,108,3.5,3.0
2,61,60,101,3.7,2.6000000000000005
1,43,52,103,2.1,4.6
1,51,45,92,2.5,2.2
2,48,45,111,3.5,2.2
1,61,45,92,2.25,4.6
1,43,69,89,3.75,3.4000000000000004
2,49,63,106,4.0,1.8
2,61,62,88,4.0,1.0
1,52,53,70,3.5,1.8
2,62,52,90,3.33,2.6000000000000005
1,42,60,104,2.4,3.0
2,69,63,67,3.0,2.2
2,42,38,88,3.7,3.0
2,43,38,101,3.8,3.4000000000000004
2,43,38,92,3.3,2.2
1,36,57,104,3.2,1.8
1,69,63,92,3.5,3.0
1,43,57,103,2.25,2.2
1,33,48,121,3.5,2.2
1,32,52,111,2.74,1.4000000000000001
1,29,31,121,4.0,2.6000000000000005
2,44,35,72,3.25,2.2
1,43,42,96,2.67,3.4000000000000004
2,57,63,84,2.75,4.6
1,32,45,65,2.56,3.4000000000000004
2,69,52,117,3.4,2.6000000000000005
2,43,55,117,2.25,2.6000000000000005
2,41,57,111,3.0,2.2
2,66,35,112,3.9,2.6000000000000005
1,42,58,104,3.6,2.6000000000000005
1,62,66,104,3.5,4.6
2,32,35,103,3.67,2.2
1,41,35,65,3.7,3.0
1,69,57,70,2.1,2.6000000000000005
2,62,48,108,4.0,4.6
2,39,69,89,4.0,2.6000000000000005
1,50,52,112,3.1,1.4000000000000001
2,42,42,106,4.0,2.6000000000000005
1,43,50,67,3.4,2.2
2,33,48,133,2.0,2.2
1,69,48,70,3.67,1.4000000000000001
2,66,58,111,3.3,2.2
2,39,48,108,2.74,2.2
1,57,48,112,3.33,2.2
2,34,58,121,3.7,2.6000000000000005
2,41,45,108,2.0,2.2
2,47,57,92,2.56,2.2
1,64,66,112,3.2,2.2
1,57,48,106,3.4,-0.6000000000000001
2,41,63,108,2.67,4.6
1,61,50,67,2.5,2.2
2,39,43,92,3.3,2.2
2,32,57,114,3.2,2.2
2,61,47,111,3.67,3.4000000000000004
1,58,63,121,3.5,2.6000000000000005
1,51,31,106,3.2,2.6000000000000005
1,63,35,104,3.8,1.4000000000000001
1,61,53,104,4.0,1.8
2,29,35,104,3.2,4.6
2,34,35,92,4.0,2.6000000000000005
1,61,45,88,3.5,2.2
1,33,42,101,2.67,2.2
2,43,43,105,2.1,2.2
2,36,55,103,3.7,-0.6000000000000001
2,34,57,117,3.1,4.6
2,41,57,65,2.5,2.2
2,57,53,65,3.2,1.8
2,61,62,117,2.0,2.2
2,58,47,105,3.0,3.4000000000000004
1,36,66,103,2.56,1.8
1,48,45,113,2.74,2.2
2,34,63,112,2.67,3.0
1,47,45,114,3.7,2.6000000000000005
2,47,48,116,2.67,1.8
1,66,57,80,2.8,2.6000000000000005
2,42,38,111,2.1,2.2
1,63,45,101,2.74,2.2
2,55,57,112,3.5,1.4000000000000001
2,57,48,71,2.0,1.8
2,34,60,104,2.5,1.8
1,50,57,104,3.0,0.6000000000000001
2,32,53,92,3.25,2.2
2,43,48,112,4.0,2.2
2,29,43,118,4.0,3.0
1,29,48,117,3.6,2.6000000000000005
1,52,57,90,3.5,1.4000000000000001
2,34,57,121,2.75,-0.6000000000000001
2,49,58,111,3.1,3.0
2,39,66,121,3.0,2.2
1,50,57,114,2.56,2.6000000000000005
2,35,69,65,4.0,2.2
1,69,60,113,4.0,3.4000000000000004
2,42,63,113,4.0,2.2
2,69,47,88,4.0,3.0
1,43,42,65,3.6,2.2
1,51,63,112,2.56,3.0
2,33,43,90,2.75,2.2
2,43,48,117,3.2,2.6000000000000005
2,39,60,103,2.74,3.4000000000000004
2,69,60,113,3.3,2.2
2,61,57,94,2.25,-0.6000000000000001
2,58,38,112,3.2,2.2
1,29,45,65,3.33,4.6
2,47,35,108,3.2,3.0
2,63,53,113,3.1,3.4000000000000004
2,61,43,121,3.1,2.2
1,36,45,117,3.7,1.4000000000000001
2,57,69,71,2.67,-0.6000000000000001
1,43,53,92,3.2,0.6000000000000001
2,44,58,94,2.74,1.8
2,29,52,92,4.0,1.8
1,39,42,105,2.74,2.2
2,66,50,104,3.8,2.2
2,32,57,88,2.74,3.4000000000000004
1,32,50,111,2.25,-0.6000000000000001
1,42,62,92,2.75,2.2
1,57,48,103,2.67,2.2
1,39,63,117,3.2,3.4000000000000004
1,44,42,104,2.9,2.2
2,39,63,106,2.56,2.2
1,36,62,108,4.0,2.6000000000000005
1,66,47,92,2.8,3.4000000000000004
1,41,48,72,4.0,3.0
1,52,63,67,3.9,1.4000000000000001
2,41,48,67,3.0,3.4000000000000004
2,32,69,121,3.33,2.2
1,58,48,117,3.0,2.2
1,43,48,70,3.7,4.6
2,62,47,65,4.0,2.2
2,40,48,113,2.74,1.4000000000000001
1,51,69,103,3.2,1.8
1,34,42,118,2.25,3.0
2,39,48,103,3.1,3.4000000000000004
2,39,43,104,3.1,3.0
2,47,45,80,2.4,2.2
2,51,35,108,3.67,1.8
1,39,63,94,3.4,3.0
1,61,47,105,3.5,3.0
2,48,69,90,2.9,3.0
2,42,63,117,2.0,3.0
2,62,45,71,3.5,2.2
2,41,42,67,2.67,1.4000000000000001
2,69,55,129,3.25,3.0
2,43,47,118,2.67,1.0
2,29,55,104,2.67,3.4000000000000004
1,55,45,134,2.5,3.0
2,57,62,112,3.8,1.8
1,51,45,117,2.1,0.6000000000000001
1,66,50,112,3.5,-0.6000000000000001
1,50,48,117,2.1,3.0
1,58,45,65,3.5,1.8
2,43,35,105,3.4,4.6
2,29,57,117,4.0,4.6
1,43,52,106,3.2,2.2
2,29,53,104,3.4,2.2
2,66,55,121,2.8,2.2
2,33,53,104,2.8,2.2
2,57,52,88,2.1,3.4000000000000004
2,40,58,70,4.0,2.2
2,48,53,71,2.74,2.6000000000000005
2,36,57,117,2.5,1.8
2,39,45,117,3.4,2.2
1,44,42,105,2.1,2.2
1,51,55,129,3.0,2.2
2,41,55,65,3.0,2.2
1,57,35,106,3.1,2.6000000000000005
2,27,58,111,2.8,4.6
1,64,45,114,2.4,1.8
2,47,57,104,2.5,3.4000000000000004
2,41,57,105,2.9,1.8
2,39,53,113,3.33,2.2
2,51,42,105,3.3,2.2
1,39,45,105,3.7,2.2
1,29,48,104,2.0,2.2
2,47,38,112,3.0,1.8
2,50,62,116,3.5,2.2
1,36,52,104,3.5,2.2
2,50,60,105,2.67,3.4000000000000004
1,61,47,105,3.75,1.8
1,61,69,113,2.5,4.6
1,47,48,92,3.6,2.2
1,39,48,65,3.25,3.0
1,57,52,89,2.9,3.4000000000000004
1,36,38,121,2.56,3.0
1,50,45,88,3.7,1.4000000000000001
2,66,45,105,3.0,2.2
2,42,42,92,3.2,2.2
2,51,62,134,3.75,2.2
2,60,57,71,2.25,2.2
2,34,52,108,3.3,4.6
2,41,57,114,3.25,1.0
1,52,62,71,2.5,2.2
2,43,52,80,3.5,2.2
1,47,69,65,2.9,2.2
1,61,66,105,4.0,2.2
2,47,42,111,2.74,2.2
2,40,53,112,2.5,2.2
1,47,48,92,2.5,1.8
1,69,63,105,4.0,3.0
2,29,47,103,4.0,2.2
2,61,39,121,4.0,2.2
2,39,43,121,3.25,1.8
1,36,48,113,2.25,3.4000000000000004
2,35,60,121,2.4,2.2
1,61,53,117,3.1,1.8
2,33,42,111,4.0,2.2
1,51,58,92,3.5,2.2
1,29,60,88,3.1,2.6000000000000005
2,50,43,108,3.25,2.2
1,43,53,65,4.0,-0.6000000000000001
2,57,35,114,3.33,2.6000000000000005
1,43,58,90,3.5,1.8
1,39,50,104,3.75,1.4000000000000001
2,43,42,65,2.8,3.4000000000000004
2,58,60,104,2.0,1.8
2,50,45,92,4.0,2.2
1,43,55,90,3.7,2.2
1,58,53,114,4.0,2.2
2,40,57,80,3.0,1.4000000000000001
2,57,58,121,2.9,1.8
2,69,35,90,4.0,2.6000000000000005
2,69,45,92,3.0,1.0
2,58,38,67,2.9,3.0
2,61,45,105,2.74,1.4000000000000001
2,34,48,111,2.4,1.4000000000000001
2,34,48,92,3.5,3.0
2,47,53,104,2.75,2.6000000000000005
2,69,63,113,2.1,2.2
2,50,53,111,4.0,2.6000000000000005
2,35,52,67,2.25,1.8
1,44,35,101,3.2,2.2
1,33,58,106,3.3,1.0
1,51,62,121,3.75,2.6000000000000005
2,50,53,101,3.5,1.4000000000000001
2,43,55,106,4.0,2.2
2,36,48,103,3.0,3.0
2,51,52,67,3.4,1.8
2,44,63,88,3.4,2.6000000000000005
2,66,45,72,3.2,3.4000000000000004
1,51,48,111,4.0,2.2
1,35,58,103,3.5,1.8
2,35,48,92,3.8,2.2
1,57,39,101,4.0,4.6
2,55,38,118,2.5,3.4000000000000004
1,48,31,103,3.5,1.0
2,43,35,108,4.0,3.4000000000000004
2,43,52,114,3.0,2.2
1,32,52,92,2.9,2.6000000000000005
1,62,35,106,2.74,2.6000000000000005
1,61,45,92,3.75,4.6
1,61,69,65,3.1,0.6000000000000001
1,61,48,133,3.9,2.6000000000000005
2,61,60,92,3.2,2.6000000000000005
1,43,35,117,2.67,1.4000000000000001
2,35,38,104,2.25,1.4000000000000001
1,47,53,113,4.0,2.2
2,41,63,92,3.4,2.6000000000000005
1,69,66,105,3.8,1.4000000000000001
2,57,53,65,2.9,1.0
2,44,35,94,4.0,4.6
2,50,42,80,2.74,-0.6000000000000001
2,32,48,92,2.25,1.4000000000000001
2,58,55,103,2.5,1.8
2,69,48,106,2.75,1.8
2,33,55,129,2.25,1.8
1,43,55,90,2.0,3.0
2,58,47,92,4.0,4.6
1,29,39,111,3.2,2.2
2,63,57,104,3.5,3.4000000000000004
1,29,43,71,4.0,2.2
2,69,38,118,3.25,0.6000000000000001
1,40,48,116,3.0,1.8
2,69,48,84,2.1,1.8
2,35,55,111,3.5,2.2
2,51,48,67,4.0,2.6000000000000005
2,57,48,106,3.0,4.6
2,64,55,113,3.75,2.6000000000000005
1,34,53,92,2.1,2.2
1,40,48,112,2.25,3.0
1,61,62,116,2.8,-0.6000000000000001
2,51,62,106,2.5,1.8
1,40,35,71,3.25,2.2
1,43,63,72,2.0,2.2
2,61,55,103,2.9,2.2
1,55,50,105,4.0,1.0
1,43,69,89,2.67,2.6000000000000005
2,69,50,113,3.0,4.6
1,69,63,94,3.25,2.2
1,44,38,112,4.0,2.2
2,41,38,117,3.5,3.4000000000000004
2,48,39,108,2.1,2.6000000000000005
2,49,62,113,3.5,2.2
2,43,63,103,3.9,2.2
2,36,45,67,3.0,3.4000000000000004
2,39,55,104,3.7,4.6
1,66,42,111,3.33,2.2
2,39,69,80,2.5,2.6000000000000005
1,43,57,88,3.8,2.2
1,61,50,103,3.4,4.6
1,43,57,113,2.9,1.8
2,41,45,105,3.1,2.2
2,69,48,65,4.0,1.8
1,34,52,88,3.5,2.6000000000000005
1,48,52,112,3.5,1.8
2,41,45,121,2.67,2.6000000000000005
1,42,50,113,3.2,3.0
2,61,63,113,3.8,2.2
1,36,57,103,3.4,3.4000000000000004
1,69,45,116,3.7,1.8
2,43,50,104,3.7,3.4000000000000004
1,55,57,92,3.8,2.2
2,44,66,103,2.4,3.0
1,69,48,65,2.25,4.6
2,61,38,105,3.7,4.6
1,50,47,67,2.25,3.4000000000000004
2,33,52,105,2.4,1.8
1,51,63,103,2.5,3.4000000000000004
1,43,57,105,4.0,2.2
2,48,69,72,3.5,3.4000000000000004
2,69,45,105,3.2,2.2
1,43,57,106,3.7,3.0
1,33,42,121,2.8,1.8
2,29,53,65,2.8,3.4000000000000004
1,39,45,111,2.5,3.0
2,34,35,92,3.4,3.0
2,66,38,103,4.0,1.8
2,42,47,113,3.6,2.2
2,29,52,88,2.67,3.0
2,40,50,105,2.8,1.4000000000000001
1,42,43,103,3.75,2.6000000000000005
2,61,62,65,2.74,2.6000000000000005
1,33,52,108,3.4,2.2
2,32,52,103,4.0,1.8
1,32,52,65,3.1,2.6000000000000005
2,51,45,65,2.75,1.4000000000000001
1,40,35,121,4.0,2.2
1,32,48,106,3.25,1.4000000000000001
1,34,52,80,3.3,2.2
1,48,52,113,4.0,1.0
1,61,45,114,2.67,3.4000000000000004
2,69,45,71,4.0,1.8
2,61,38,113,2.75,2.2
1,33,58,113,2.25,3.4000000000000004
1,43,54,92,3.4,-0.6000000000000001
2,57,47,134,3.4,2.6000000000000005
1,40,52,121,3.75,2.6000000000000005
1,50,52,71,4.0,2.2
2,39,38,111,2.67,4.6
2,43,35,67,2.9,-0.6000000000000001
1,69,47,72,4.0,1.4000000000000001
1,29,35,92,3.7,3.4000000000000004
1,50,38,104,2.9,2.6000000000000005
2,61,57,117,3.2,1.4000000000000001
2,61,45,92,3.25,1.8
2,35,52,92,3.2,1.8
2,51,57,67,3.1,3.4000000000000004
1,32,39,88,2.5,2.6000000000000005
2,61,35,96,3.33,1.4000000000000001
1,32,38,88,2.67,1.8
2,62,52,106,2.5,-0.6000000000000001
2,57,51,103,3.0,2.2
1,43,60,108,3.2,4.6
1,33,60,65,4.0,-0.6000000000000001
1,33,39,105,2.25,1.4000000000000001
1,64,47,103,3.8,4.6
2,32,69,105,3.5,1.4000000000000001
2,48,31,111,2.0,2.6000000000000005
1,41,52,117,2.75,4.6
2,29,57,103,2.9,2.6000000000000005
2,51,38,88,2.4,2.2
1,42,48,118,3.2,3.4000000000000004
1,36,47,88,3.5,2.6000000000000005
1,39,52,104,3.33,2.6000000000000005
2,55,63,104,3.7,2.6000000000000005
2,33,50,71,3.2,4.6
1,58,60,108,2.5,3.0
2,43,63,105,3.1,2.6000000000000005
1,69,63,113,3.1,2.6000000000000005
1,66,47,72,2.75,2.6000000000000005
1,41,45,104,3.5,1.8
2,43,69,65,2.67,3.0
1,42,52,96,2.8,1.8
2,44,45,103,2.0,2.2
1,29,45,67,2.1,3.4000000000000004
2,63,53,121,2.5,1.4000000000000001
2,52,42,103,2.5,4.6
1,61,52,105,3.6,2.6000000000000005
1,57,48,113,3.0,1.4000000000000001
1,43,35,113,2.4,3.0
2,34,57,111,3.1,2.2
2,62,57,103,2.1,2.2
2,69,52,117,2.9,1.4000000000000001
2,61,53,111,3.4,2.2
2,69,52,104,4.0,3.4000000000000004
2,57,69,111,4.0,2.6000000000000005
2,43,38,67,3.1,4.6
2,44,57,106,3.0,2.6000000000000005
2,69,55,103,3.1,3.0
2,29,35,111,2.25,1.0
1,61,47,67,4.0,3.4000000000000004
1,47,63,103,3.4,3.0
2,33,55,104,2.5,2.2
2,42,31,113,3.1,1.8
1,34,45,121,3.6,4.6
1,39,48,71,3.3,2.6000000000000005
2,48,47,70,2.5,2.2
1,43,39,117,3.5,3.4000000000000004
2,51,42,133,2.56,2.2
2,36,52,80,2.56,1.4000000000000001
1,39,45,117,2.25,2.6000000000000005
2,64,31,65,4.0,2.2
2,35,50,71,3.1,2.6000000000000005
2,50,48,103,2.25,2.2
1,51,38,112,3.75,2.2
1,39,45,84,3.0,1.8
2,41,57,134,3.0,2.6000000000000005
2,40,63,108,3.5,2.2
1,34,45,113,2.8,2.2
1,55,53,90,3.0,1.8
2,48,55,105,3.25,3.0
2,64,55,105,2.5,2.2
2,51,63,121,3.2,-0.6000000000000001
2,69,58,103,2.74,3.4000000000000004
2,66,48,116,3.1,2.6000000000000005
2,64,48,104,3.4,2.2
2,57,63,67,3.5,1.0
1,33,48,112,3.6,3.0
1,41,35,111,4.0,1.8
2,66,42,70,2.8,3.0
1,43,66,134,3.25,4.6
1,41,63,121,3.33,2.6000000000000005
2,29,57,118,3.4,2.6000000000000005
1,57,38,104,3.3,3.4000000000000004
1,29,52,113,3.4,4.6
1,41,52,111,3.7,2.2
2,41,58,106,4.0,2.6000000000000005
1,69,69,67,4.0,2.2
2,29,63,105,4.0,1.4000000000000001
1,41,66,103,3.5,2.6000000000000005
2,44,57,134,3.7,3.4000000000000004
2,61,43,105,3.33,3.4000000000000004
2,34,48,112,2.4,2.2
1,41,35,92,3.75,3.4000000000000004
2,33,53,134,3.33,2.2
1,29,53,80,4.0,2.2
2,52,42,65,3.5,3.0
1,69,48,70,3.25,1.4000000000000001
2,43,63,92,2.74,2.2
1,34,52,105,4.0,4.6
2,51,52,113,3.5,3.0
2,50,35,80,3.2,1.0
2,32,31,94,3.5,3.0
1,62,66,105,3.1,3.0
2,58,47,67,3.5,2.2
2,41,35,70,2.0,1.4000000000000001
2,50,54,121,4.0,1.4000000000000001
2,43,53,117,4.5,4.6
1,41,35,92,2.67,0.6000000000000001
2,41,48,111,3.33,2.2
2,39,57,88,2.25,1.8
2,35,69,84,4.0,1.8
1,62,31,111,2.75,2.2
2,43,66,113,3.7,1.0
2,29,47,118,3.7,2.2
2,39,63,112,4.0,1.8
2,29,52,111,3.75,2.6000000000000005
1,61,53,103,2.74,3.0
2,62,57,92,2.4,2.2
2,29,35,116,2.1,2.2
1,64,39,72,3.6,1.8
2,36,63,104,4.0,2.2
1,52,38,103,3.7,1.8
2,66,38,114,3.5,1.8
2,32,48,104,3.75,2.6000000000000005
2,42,66,71,2.56,2.2
2,44,69,117,3.75,2.2
2,32,52,108,2.56,2.2
1,34,54,104,2.67,1.8
2,51,52,105,3.0,2.2
2,50,63,104,2.1,2.6000000000000005
1,51,69,113,2.0,3.4000000000000004
1,42,69,106,2.67,3.4000000000000004
2,29,47,108,3.1,3.4000000000000004
2,50,48,113,3.2,1.4000000000000001
2,47,63,134,4.0,1.4000000000000001
2,62,69,104,3.1,2.2
2,69,55,104,2.25,2.2
1,35,35,71,3.0,3.0
2,34,45,70,2.74,3.4000000000000004
1,39,38,133,2.1,4.6
