sex,sat_v,sat_m,sat_sum,hs_gpa,fy_gpa
0,31,20,41,18,5
1,26,26,42,26,7
0,15,22,27,30,5
0,33,27,50,33,6
0,12,23,25,18,6
0,22,20,32,26,5
0,18,35,43,33,8
0,33,37,60,33,6
1,23,13,26,30,8
0,3,20,12,22,3
0,21,30,41,30,7
1,7,10,7,18,3
0,22,17,29,9,3
1,23,37,50,33,7
1,26,22,38,30,6
0,35,33,58,33,7
1,26,26,42,13,2
0,19,25,34,26,5
1,36,27,53,21,5
1,17,34,41,26,7
1,36,27,53,15,7
1,22,28,40,25,6
0,15,25,30,16,4
0,31,26,47,1,5
0,36,43,69,33,7
1,35,34,59,33,8
1,30,30,50,32,9
0,18,41,49,18,5
0,32,42,64,18,6
1,18,34,42,33,6
1,25,22,37,1,8
0,16,34,40,18,5
1,16,16,22,29,5
0,33,38,61,33,9
0,23,47,60,30,9
0,34,28,52,9,4
0,21,29,40,18,8
0,44,40,72,26,6
0,27,41,58,33,9
1,26,24,40,33,9
1,18,16,24,30,4
0,28,38,56,26,8
0,36,36,62,31,9
0,24,29,43,18,7
0,16,9,15,6,5
1,23,19,32,30,7
1,24,20,34,33,8
0,30,34,54,30,7
1,15,14,19,18,3
0,30,34,54,33,7
0,31,36,57,33,9
0,13,27,30,11,5
1,22,14,26,15,6
0,25,43,58,9,6
0,35,28,53,9,4
1,25,29,44,30,7
1,8,20,18,26,7
1,27,29,46,33,6
1,40,40,70,33,8
1,25,15,30,22,8
1,18,23,31,21,2
0,24,43,57,30,7
1,26,21,37,15,7
0,40,36,66,30,9
1,32,33,55,33,9
0,37,40,67,30,9
1,31,28,49,30,9
1,19,27,36,22,7
0,12,26,28,18,5
1,18,25,33,26,7
0,21,24,35,18,4
1,14,28,32,18,6
1,27,30,47,26,7
0,27,25,42,28,5
1,11,2,3,7,4
1,30,36,56,26,9
1,17,29,36,1,1
1,8,22,20,18,5
0,33,23,46,26,4
0,26,32,48,33,8
1,14,22,26,33,7
0,17,14,21,18,2
1,24,24,38,33,8
1,27,39,56,33,8
0,41,39,70,26,5
0,29,37,56,33,6
0,14,19,23,1,0
0,35,41,66,29,8
1,28,27,45,33,8
1,7,7,4,16,5
1,22,13,25,22,5
1,22,32,44,30,9
1,22,31,43,15,2
0,15,35,40,5,3
0,22,18,30,18,5
1,30,15,35,5,2
1,16,17,23,9,4
0,13,16,19,1,2
0,22,24,36,21,6
0,29,16,35,9,4
0,11,20,21,9,7
0,31,34,55,18,7
1,14,17,21,33,2
1,15,21,26,9,4
0,26,21,37,6,4
1,26,11,27,17,7
1,26,29,45,15,8
0,35,39,64,18,8
1,32,39,61,21,5
1,18,15,23,18,6
0,31,27,48,25,6
1,35,27,52,33,7
1,10,25,25,26,3
1,26,26,42,22,6
0,23,33,46,25,6
1,18,33,41,15,6
1,8,11,9,1,5
1,8,2,2,5,3
1,17,11,18,9,5
1,25,23,38,26,8
0,14,13,17,5,3
1,5,8,3,4,2
0,38,34,62,9,5
0,23,18,31,1,2
0,31,27,48,9,9
0,15,20,25,13,5
0,12,13,15,5,2
0,26,40,56,33,7
0,22,24,36,18,3
0,25,36,51,30,7
0,24,26,40,15,9
0,31,27,48,18,7
0,29,34,53,33,7
0,13,28,31,15,5
1,36,26,52,33,7
0,21,23,34,12,2
1,26,32,48,33,9
1,45,30,66,33,9
0,20,11,21,18,3
0,30,19,39,18,6
1,17,26,33,11,5
1,22,24,36,24,5
1,35,27,52,33,8
0,23,38,51,18,5
1,34,19,43,33,7
1,37,29,56,33,9
0,21,34,45,31,7
0,9,23,22,15,3
1,15,30,35,31,5
0,27,31,48,22,6
1,22,21,33,30,6
0,27,21,38,26,4
0,16,19,25,5,2
0,4,16,10,1,2
1,12,3,5,26,4
1,28,29,47,22,7
1,26,27,43,30,8
0,20,15,25,30,4
0,42,31,63,33,8
1,28,8,26,15,3
0,17,25,32,30,6
1,26,20,36,22,4
1,41,32,63,29,7
1,12,5,7,20,5
0,13,15,18,18,4
0,17,24,31,30,8
1,25,22,37,18,4
1,32,19,41,18,5
1,36,24,50,30,8
0,35,41,66,33,8
0,21,11,22,6,4
0,25,22,37,30,7
0,16,20,26,9,4
0,20,34,44,33,7
1,6,2,1,18,3
1,40,24,54,22,6
1,24,11,25,26,4
1,16,22,28,33,8
1,13,12,15,26,5
0,23,28,41,33,9
1,46,27,66,33,9
1,20,20,30,26,3
1,18,19,27,25,4
1,14,8,12,27,3
0,29,24,43,33,4
0,30,28,48,18,7
0,9,22,21,25,5
0,11,20,21,30,5
0,32,36,58,33,9
1,13,21,24,31,5
0,31,32,53,33,9
1,25,22,37,30,6
1,37,23,50,18,5
1,15,17,22,18,5
0,14,22,26,4,5
1,11,19,20,22,5
1,23,25,38,22,4
1,39,22,51,16,8
1,14,29,33,23,1
0,19,32,41,3,5
1,32,21,43,25,6
0,18,19,27,7,4
0,19,28,37,29,8
1,23,28,41,13,5
0,23,30,43,26,6
1,31,27,48,27,8
0,29,20,39,9,1
0,19,27,36,33,9
1,20,18,28,22,7
1,18,21,29,20,4
0,28,35,53,3,6
1,26,26,42,16,4
1,24,25,39,26,4
1,15,9,14,20,1
0,23,35,48,17,8
0,19,27,36,16,7
1,42,25,57,33,8
1,28,23,41,16,6
1,21,23,34,23,5
0,25,16,31,9,5
0,26,22,38,13,5
0,31,30,51,6,5
1,23,18,31,11,4
1,17,20,27,15,5
1,12,21,23,15,2
1,18,23,31,9,4
1,36,34,60,31,9
1,20,17,27,13,5
1,35,26,51,22,7
1,17,27,34,6,6
0,12,8,10,21,5
1,15,12,17,17,7
1,21,13,24,16,8
0,14,15,19,25,8
0,23,29,42,9,6
0,21,33,44,31,7
1,23,32,45,23,8
0,30,32,52,21,7
1,20,25,35,23,8
0,30,36,56,11,5
0,9,26,25,20,5
0,15,21,26,20,6
1,22,8,20,21,5
0,35,45,70,31,8
0,15,36,41,23,3
0,20,23,33,16,6
1,22,28,40,26,2
0,18,23,31,4,5
1,12,12,14,15,0
0,16,20,26,22,4
0,12,20,22,18,5
1,27,26,43,29,7
1,20,16,26,17,4
1,11,13,14,13,6
1,12,33,35,16,5
0,28,40,58,29,7
1,27,31,48,18,5
0,38,30,58,26,7
1,17,13,20,33,5
0,29,29,48,30,6
1,24,31,45,26,6
0,13,28,31,17,4
1,20,20,30,26,7
1,25,21,36,16,4
0,21,24,35,16,5
0,23,28,41,21,8
0,26,29,45,21,6
0,27,14,31,13,3
0,24,12,26,18,7
0,26,29,45,7,5
1,31,36,57,33,8
1,21,30,41,18,4
0,30,30,50,3,7
1,13,4,7,15,6
0,14,10,14,1,3
0,22,27,39,16,6
1,22,20,32,17,4
0,28,27,45,9,5
0,10,10,10,20,4
0,16,16,22,16,5
0,20,29,39,20,6
0,26,27,43,18,6
1,13,20,23,20,5
1,18,18,26,29,7
1,19,17,26,17,5
0,27,24,41,9,5
0,14,30,34,25,4
0,37,34,61,33,8
1,35,31,56,30,7
0,21,26,37,31,5
1,19,19,28,25,5
0,9,34,33,26,6
1,13,18,21,26,7
1,19,30,39,26,7
0,28,30,48,13,5
0,24,6,20,17,8
1,15,5,10,9,6
1,23,23,36,16,7
1,23,22,35,33,9
0,14,20,24,13,7
0,23,23,36,26,6
1,23,23,36,33,9
0,19,24,33,17,2
1,33,32,55,21,5
0,22,35,47,29,9
0,16,29,35,13,4
1,23,17,30,13,6
1,22,30,42,18,5
0,25,20,35,26,4
1,35,22,47,21,8
1,20,26,36,16,5
1,14,27,31,9,5
0,16,34,40,9,8
1,19,18,27,23,6
0,25,37,52,23,8
0,20,41,51,7,3
0,20,31,41,21,4
1,5,24,19,18,6
1,18,15,23,11,6
0,32,29,51,7,2
1,25,10,25,26,6
1,19,26,35,29,5
0,4,21,15,13,4
1,8,18,16,18,7
0,18,27,35,20,6
0,27,23,40,21,3
1,16,17,23,29,6
1,25,20,35,32,7
0,22,28,40,31,4
1,18,19,27,20,7
1,35,21,46,17,5
0,34,34,58,33,9
0,23,29,42,33,-1
0,19,23,32,11,7
1,12,34,36,17,3
0,15,16,21,15,5
1,19,27,36,23,6
0,13,32,35,13,6
0,18,5,13,7,3
0,26,26,42,9,5
1,40,29,59,25,2
1,32,28,50,32,7
1,20,28,38,25,6
1,12,15,17,9,4
1,12,23,25,17,5
0,27,28,45,18,3
0,19,22,31,9,3
1,32,26,48,31,8
0,21,30,41,27,5
0,16,21,27,6,4
0,21,32,43,25,5
1,7,23,20,26,6
1,27,31,48,33,9
0,19,27,36,16,8
1,9,13,12,17,3
0,26,29,45,33,9
1,37,36,63,29,7
0,27,28,45,16,5
0,30,25,45,13,5
1,24,3,17,9,7
1,19,23,32,25,6
1,18,13,21,18,4
1,28,28,46,31,7
1,22,25,37,29,7
1,19,20,29,29,8
1,22,32,44,27,6
1,23,22,35,25,7
0,30,28,48,33,5
1,15,10,15,21,4
0,28,18,36,21,6
1,27,10,27,11,3
1,23,32,45,32,5
0,3,28,20,13,2
0,12,28,30,9,5
1,12,8,10,11,4
0,16,13,19,17,3
1,7,10,7,16,3
1,22,27,39,29,6
0,11,30,31,17,4
1,27,23,40,23,1
0,16,38,44,31,4
0,22,25,37,4,5
0,17,27,34,23,4
0,19,14,23,13,3
1,20,27,37,17,6
0,29,23,42,16,5
1,16,21,27,31,5
0,30,27,47,23,8
1,12,19,21,20,5
1,14,22,26,17,3
0,6,27,23,16,5
1,12,19,21,11,7
0,9,29,28,17,6
1,15,29,34,26,6
1,31,21,42,31,9
0,14,27,31,17,4
0,14,29,33,23,4
1,19,25,34,23,6
1,23,27,40,21,5
0,12,19,21,17,3
1,17,3,10,26,6
1,30,29,49,23,6
0,28,27,45,25,5
1,17,28,35,29,8
1,10,8,8,17,3
1,20,18,28,13,5
0,26,30,46,31,7
1,16,28,34,31,8
0,18,17,25,29,2
1,21,19,30,30,8
0,22,24,36,16,1
0,22,25,37,33,7
1,20,24,34,33,6
1,5,27,22,13,1
0,10,20,20,4,4
0,13,27,30,29,5
0,28,25,43,17,5
0,26,27,43,25,5
1,20,17,27,11,4
1,31,41,62,33,7
0,8,23,21,32,5
1,20,16,26,29,6
0,25,34,49,32,9
0,9,18,17,16,5
1,11,17,18,9,7
0,27,27,44,25,7
1,14,14,18,29,3
0,18,28,36,32,5
0,0,0,0,8,5
1,32,32,54,26,9
0,18,25,33,16,3
1,32,32,54,33,9
0,10,28,28,7,3
0,17,29,36,26,7
0,27,34,51,31,4
1,32,32,54,31,8
0,21,25,36,21,4
1,17,29,36,21,7
1,34,26,50,26,6
0,22,25,37,6,5
0,26,22,38,18,6
1,28,19,37,6,4
1,19,15,24,6,5
0,22,27,39,3,4
0,26,32,48,29,4
0,43,44,74,33,-1
1,21,22,33,32,-1
1,9,11,10,18,1
1,22,27,39,31,8
1,21,26,37,29,7
0,26,32,48,31,9
0,39,37,66,21,7
1,14,27,31,25,7
0,15,32,37,21,6
1,11,15,16,25,7
0,16,27,33,20,3
1,22,24,36,29,6
1,26,10,26,24,5
0,13,25,28,3,4
0,18,26,34,9,5
1,26,21,37,16,5
0,16,27,33,17,6
1,22,22,34,20,6
0,14,22,26,3,4
1,11,17,18,20,7
0,28,26,44,16,5
0,14,27,31,26,6
1,12,25,27,31,6
1,36,19,45,25,7
1,16,14,20,16,4
0,20,17,27,11,7
0,12,27,29,18,7
0,19,21,30,11,4
1,18,22,30,20,5
1,24,25,39,25,6
0,13,14,17,20,5
1,15,25,30,25,7
0,23,30,43,31,6
0,23,28,41,29,3
0,29,22,41,22,2
0,27,22,39,25,8
1,21,6,17,13,4
0,26,19,35,26,4
0,21,28,39,31,7
1,18,28,36,21,4
1,23,22,35,18,5
0,25,23,38,26,3
1,35,18,43,21,6
0,19,18,27,21,4
0,15,20,25,20,6
1,21,22,33,27,7
0,24,29,43,9,7
1,23,12,25,26,9
1,28,18,36,20,7
0,29,33,52,18,3
0,25,30,45,21,4
0,24,27,41,9,5
1,14,19,23,11,8
0,6,8,4,26,5
1,20,13,23,11,4
1,27,19,36,26,7
0,28,26,44,29,5
1,22,27,39,29,9
0,18,27,35,13,2
0,30,29,49,23,4
0,18,24,32,26,6
0,33,30,53,29,4
0,14,22,26,13,3
1,20,21,31,10,7
0,17,13,20,0,3
1,22,25,37,26,6
1,41,21,52,20,4
1,12,11,13,13,4
1,6,7,3,16,4
1,23,24,37,27,7
1,19,28,37,26,6
1,8,10,8,22,4
0,1,20,9,21,5
1,9,25,24,16,4
1,24,24,38,29,7
1,20,21,31,32,9
0,20,20,30,20,3
0,17,32,39,29,7
0,23,20,33,20,7
0,7,22,19,23,5
1,6,16,12,11,3
1,11,4,5,16,4
1,19,29,38,27,6
0,15,26,31,31,8
0,32,25,47,26,8
0,15,7,12,34,2
1,23,23,36,32,7
1,14,25,29,25,5
1,15,23,28,18,4
0,14,35,39,9,4
1,25,32,47,26,5
0,35,37,62,33,8
1,9,8,7,26,5
1,20,26,36,33,7
0,11,28,29,13,5
0,18,33,41,23,6
1,36,33,59,31,9
0,17,20,27,31,8
0,15,31,36,9,5
0,24,33,47,9,8
0,30,29,49,23,4
0,22,31,43,26,7
0,10,34,34,33,6
0,35,41,66,33,-1
0,20,29,39,9,4
0,28,35,53,18,6
1,16,12,18,16,4
0,29,44,63,33,8
1,25,18,33,14,4
0,20,30,40,26,6
1,24,20,34,23,8
0,14,36,40,13,5
1,16,12,18,18,4
0,31,21,42,18,8
0,20,7,17,11,1
0,14,27,31,26,5
0,15,20,25,6,4
1,23,13,26,6,6
0,28,25,43,33,3
0,18,29,37,26,5
1,8,12,10,16,3
0,16,20,26,25,5
0,21,14,25,18,5
1,13,27,30,18,6
0,17,28,35,22,0
0,20,31,41,23,6
1,16,17,23,26,5
1,12,23,25,13,4
0,20,27,37,16,4
1,7,39,36,3,6
1,22,18,30,23,7
1,20,15,25,7,6
1,16,23,29,11,5
0,34,19,43,4,3
0,21,25,36,31,2
1,10,16,16,20,5
1,24,20,34,29,7
1,8,30,28,15,4
1,20,37,47,27,-1
0,14,7,11,1,5
1,16,12,18,15,6
1,22,18,30,33,6
0,31,47,68,33,8
1,20,15,25,29,7
0,20,23,33,33,8
0,10,22,22,9,4
0,9,6,5,6,7
1,29,28,47,18,5
1,20,28,38,26,5
0,29,20,39,23,6
1,16,24,30,21,6
1,18,18,26,18,3
0,28,30,48,18,6
0,28,5,23,11,5
1,19,17,26,25,6
1,12,21,23,27,8
1,23,28,41,23,8
1,18,27,35,27,8
0,25,36,51,31,6
1,20,17,27,16,5
0,21,17,28,7,5
0,8,23,21,13,5
1,19,28,37,16,6
1,27,17,34,9,4
1,23,20,33,21,4
0,31,29,50,33,6
0,22,30,42,33,5
1,16,17,23,12,6
0,15,22,27,18,5
0,19,21,30,13,4
1,25,25,40,26,8
0,18,16,24,16,4
0,35,30,55,31,7
1,31,32,53,33,7
1,30,25,45,33,5
1,33,29,52,18,6
0,16,21,27,9,5
0,24,35,49,26,5
0,10,25,25,6,6
0,22,18,30,20,7
1,17,24,31,13,5
1,17,22,29,26,6
1,2,8,1,9,4
0,21,25,36,20,6
0,14,29,33,26,6
1,8,28,26,20,7
0,19,24,33,11,6
0,25,34,49,13,6
0,34,30,54,26,9
0,21,34,45,25,7
1,31,28,49,17,5
0,17,10,17,11,5
0,22,27,39,22,7
0,13,15,18,3,4
1,25,30,45,18,6
0,9,20,19,26,5
1,30,25,45,33,8
1,21,32,43,33,9
0,12,14,16,18,4
1,27,31,48,33,9
1,30,17,37,16,7
0,13,18,21,22,7
0,8,10,8,18,3
0,34,35,59,31,7
0,23,27,40,21,6
1,14,22,26,18,6
0,22,38,50,18,4
0,23,27,40,16,5
0,33,34,57,22,6
0,27,42,59,30,8
0,14,26,30,11,4
0,17,11,18,16,7
0,17,25,32,9,5
1,23,12,25,7,3
0,13,22,25,9,3
1,28,24,42,26,8
1,20,14,24,20,5
1,11,27,28,33,8
0,29,17,36,13,3
1,22,22,34,33,5
0,31,30,51,29,8
0,24,34,48,11,4
0,15,23,28,9,2
1,25,19,34,27,9
1,21,21,32,32,7
0,21,32,43,25,5
1,26,22,38,27,5
1,30,27,47,31,5
0,17,27,34,21,5
1,3,30,22,9,4
0,27,15,32,29,7
0,14,33,37,22,7
1,15,29,34,29,8
1,26,35,51,17,4
1,22,8,20,16,6
0,21,24,35,33,2
0,33,35,58,17,7
0,18,27,35,22,4
1,19,14,23,15,5
1,4,11,5,12,4
0,22,30,42,18,5
0,20,13,23,18,7
0,23,20,33,18,5
1,32,39,61,33,8
0,31,31,52,33,8
1,21,30,41,23,6
0,25,27,42,26,8
0,20,20,30,15,4
1,18,25,33,13,3
1,10,29,29,33,7
0,29,35,54,20,7
1,25,22,37,16,5
1,38,27,55,31,7
1,15,19,24,33,7
1,21,21,32,23,6
1,18,28,36,33,7
0,25,32,47,11,6
0,24,27,41,21,6
0,19,35,44,9,7
0,23,42,55,20,7
0,25,31,46,20,5
0,25,38,53,33,8
1,18,20,28,16,5
1,27,20,37,25,9
1,23,30,43,22,4
0,14,33,37,33,5
1,17,24,31,23,8
1,18,18,26,16,6
1,14,34,38,26,5
0,18,13,21,17,4
0,18,19,27,18,4
0,29,23,42,21,5
1,27,23,40,6,4
0,23,37,50,18,5
0,31,33,54,26,7
0,24,5,19,15,3
1,21,15,26,16,6
1,14,20,24,31,6
1,24,31,45,26,7
1,12,4,6,13,2
1,27,23,40,26,5
1,17,23,30,4,4
1,25,14,29,18,5
1,26,7,23,23,5
0,10,37,37,17,5
0,8,18,16,4,2
0,18,23,31,7,5
1,16,17,23,20,6
0,22,29,41,23,2
1,10,13,13,2,3
1,14,13,17,23,5
1,13,15,18,18,6
0,21,34,45,18,-1
0,17,29,36,31,6
0,27,30,47,26,7
1,36,12,38,3,4
0,20,25,35,13,3
1,29,22,41,26,8
1,23,20,33,30,8
0,37,34,61,33,8
1,15,29,34,22,8
0,16,18,24,16,5
0,16,19,25,21,6
0,25,22,37,33,6
1,7,20,17,1,5
1,17,15,22,27,5
1,15,13,18,7,5
1,20,18,28,33,7
0,25,22,37,15,5
1,22,29,41,18,5
1,11,18,19,13,3
1,35,26,51,29,5
0,34,15,39,11,3
0,17,25,32,18,7
1,28,31,49,21,5
0,20,36,46,26,7
1,17,14,21,20,9
0,14,26,30,17,0
1,35,29,54,29,6
1,33,38,61,29,4
1,17,30,37,21,7
1,36,28,54,29,9
0,18,28,36,7,6
0,16,25,31,7,6
0,9,15,14,9,6
1,31,23,44,23,8
1,35,38,63,33,9
0,14,31,35,33,6
0,31,29,50,30,6
1,19,13,22,13,4
1,18,31,39,33,8
0,13,11,14,6,1
0,36,38,64,33,8
1,26,24,40,26,5
1,30,42,62,33,7
0,12,26,28,30,9
0,18,36,44,13,6
0,25,37,52,18,4
0,28,23,41,26,6
0,17,18,25,4,4
1,29,15,34,31,7
0,37,32,59,33,7
1,19,21,30,20,5
0,37,31,58,27,8
0,33,36,59,13,8
0,25,30,45,20,5
1,19,31,40,30,6
1,31,28,49,26,8
1,7,12,9,20,4
1,27,34,51,31,7
1,23,3,16,15,5
0,32,33,55,21,4
1,22,15,27,29,5
0,10,12,12,4,5
1,28,25,43,30,7
0,5,36,31,17,6
0,14,38,42,23,6
1,20,23,33,16,5
1,22,11,23,13,6
0,26,38,54,21,5
1,28,27,45,9,5
0,16,22,28,13,5
1,16,26,32,18,5
1,23,23,36,26,4
0,17,11,18,1,4
0,37,29,56,9,8
1,22,18,30,31,7
0,22,25,37,21,5
0,16,15,21,9,3
0,37,41,68,23,7
1,27,27,44,24,8
1,13,17,20,21,3
1,23,23,36,21,2
1,30,34,54,30,4
0,22,29,41,31,4
0,23,25,38,21,5
1,26,32,48,23,5
0,27,29,46,26,6
0,24,26,40,18,6
1,11,10,11,31,6
0,34,35,59,29,6
1,17,14,21,13,4
0,29,31,50,29,5
0,21,33,44,18,6
0,28,37,55,23,6
0,34,21,45,6,8
0,19,14,23,27,6
0,24,36,50,18,5
1,40,40,70,31,8
0,22,10,22,6,5
0,36,20,46,17,7
1,13,20,23,9,4
1,26,35,51,29,7
1,21,12,23,27,7
1,16,13,19,9,3
0,19,33,42,16,5
0,40,30,60,23,6
0,19,30,39,26,6
1,31,28,49,33,7
1,16,31,37,16,5
0,19,13,22,16,5
0,22,19,31,22,5
1,32,34,56,15,6
0,12,25,27,16,7
1,12,22,24,18,5
1,40,22,52,33,5
1,28,24,42,18,4
0,30,31,51,18,6
1,24,22,36,9,4
0,25,37,52,26,8
0,32,18,40,9,7
0,18,34,42,17,5
1,21,20,31,16,5
0,25,22,37,26,7
1,14,26,30,1,1
1,20,18,28,26,7
1,25,40,55,33,9
0,22,27,39,25,4
0,11,23,24,9,5
0,17,20,27,9,7
0,29,37,56,31,6
0,18,28,36,15,2
0,32,37,59,26,7
0,26,42,58,29,9
1,26,8,24,33,8
1,39,36,65,26,9
1,9,5,4,6,4
1,30,24,44,29,5
1,24,21,35,26,6
1,46,38,74,33,9
0,33,36,59,33,8
0,19,22,31,18,7
0,27,20,37,13,4
1,28,34,52,27,8
0,27,33,50,23,3
1,25,13,28,25,7
1,24,29,43,29,7
0,22,21,33,18,5
1,14,20,24,18,8
1,30,29,49,33,9
0,27,22,39,13,4
1,5,8,3,4,3
1,41,44,73,33,6
1,22,21,33,22,6
1,14,15,19,26,7
1,20,18,28,18,6
0,24,24,38,22,6
0,30,29,49,18,5
0,9,8,7,17,5
0,17,29,36,28,5
0,20,25,35,9,4
0,20,14,24,18,5
0,17,24,31,19,5
0,16,16,22,9,4
1,12,1,3,6,2
0,22,18,30,9,4
0,33,23,46,4,3
0,23,30,43,18,7
1,13,18,21,20,2
1,33,29,52,26,6
0,34,27,51,21,4
0,15,27,32,16,4
0,19,26,35,26,6
1,23,26,39,33,7
1,17,27,34,33,8
0,41,43,72,33,8
1,16,15,21,9,5
0,27,30,47,18,5
0,22,25,37,18,6
1,23,20,33,29,5
0,27,24,41,23,3
0,29,28,47,26,7
0,28,35,53,6,4
0,22,14,26,13,5
